index,age_bin,gender,race
3506,10-19,Male,Latino_Hispanic
3509,more than 70,Male,Indian
3518,3-9,Male,Indian
3519,3-9,Male,East Asian
3520,10-19,Female,Middle Eastern
3521,3-9,Female,Black
3527,10-19,Male,Southeast Asian
3530,3-9,Male,Latino_Hispanic
3536,3-9,Female,Indian
3538,3-9,Male,Middle Eastern
3539,3-9,Male,East Asian
3550,3-9,Male,Black
3554,10-19,Male,Black
3558,3-9,Male,Middle Eastern
3559,3-9,Male,Latino_Hispanic
3567,3-9,Male,Latino_Hispanic
3568,10-19,Male,Southeast Asian
3570,3-9,Male,Indian
3575,3-9,Male,White
3577,10-19,Male,Black
3579,10-19,Female,Indian
3581,10-19,Male,Black
3588,10-19,Male,Middle Eastern
3591,10-19,Male,Southeast Asian
3595,3-9,Female,Latino_Hispanic
3600,3-9,Female,Black
3602,3-9,Female,White
3603,more than 70,Female,East Asian
3608,3-9,Male,White
3609,3-9,Male,Middle Eastern
3612,10-19,Female,Indian
3615,10-19,Male,Southeast Asian
3620,3-9,Male,Latino_Hispanic
3623,10-19,Female,Black
3624,3-9,Female,Black
3625,3-9,Male,Southeast Asian
3626,3-9,Female,Southeast Asian
3627,10-19,Male,Black
3628,10-19,Female,White
3633,3-9,Male,East Asian
3639,10-19,Male,East Asian
3643,10-19,Male,East Asian
3644,10-19,Female,Latino_Hispanic
3647,10-19,Female,Indian
3657,3-9,Male,Latino_Hispanic
3666,10-19,Male,Black
3671,10-19,Female,East Asian
3674,10-19,Female,Latino_Hispanic
3680,10-19,Female,Southeast Asian
3683,3-9,Female,East Asian
3685,3-9,Female,Latino_Hispanic
3693,10-19,Male,Southeast Asian
3695,3-9,Male,Black
3705,0-2,Male,White
3718,10-19,Female,Southeast Asian
3719,10-19,Male,Latino_Hispanic
3720,3-9,Male,Latino_Hispanic
3726,0-2,Male,East Asian
3735,10-19,Female,Southeast Asian
3743,0-2,Male,White
3746,10-19,Female,Latino_Hispanic
3748,3-9,Male,Southeast Asian
3754,3-9,Male,Indian
3755,10-19,Male,Latino_Hispanic
3757,3-9,Male,White
3758,3-9,Male,Southeast Asian
3760,0-2,Female,East Asian
3762,3-9,Female,White
3765,3-9,Male,White
3768,10-19,Male,Latino_Hispanic
3772,3-9,Male,Southeast Asian
3774,3-9,Female,Black
3778,10-19,Male,Middle Eastern
3780,3-9,Male,Indian
3782,10-19,Female,Black
3788,3-9,Female,Black
3792,10-19,Female,Latino_Hispanic
3793,3-9,Female,Latino_Hispanic
3795,3-9,Female,Southeast Asian
3798,10-19,Male,Black
3807,10-19,Male,Latino_Hispanic
3808,0-2,Female,Southeast Asian
3809,more than 70,Female,Middle Eastern
3814,3-9,Male,White
3815,10-19,Male,Middle Eastern
3818,10-19,Female,Black
3819,3-9,Male,Latino_Hispanic
3824,3-9,Male,Indian
3827,3-9,Male,Black
3830,3-9,Female,Indian
3832,3-9,Female,Southeast Asian
3834,3-9,Male,Latino_Hispanic
3844,3-9,Male,Southeast Asian
3845,10-19,Male,East Asian
3847,10-19,Male,Indian
3849,3-9,Male,Black
3852,10-19,Female,Indian
3860,10-19,Female,Southeast Asian
3862,10-19,Male,Latino_Hispanic
3864,3-9,Male,Middle Eastern
3866,10-19,Male,East Asian
3873,10-19,Male,Middle Eastern
3876,3-9,Male,East Asian
3878,3-9,Female,Latino_Hispanic
3880,10-19,Male,White
3883,more than 70,Male,Middle Eastern
3886,0-2,Female,White
3888,3-9,Female,Middle Eastern
3890,10-19,Male,Latino_Hispanic
3892,10-19,Female,Southeast Asian
3897,10-19,Male,East Asian
3901,3-9,Female,White
3902,10-19,Male,White
3904,10-19,Female,Latino_Hispanic
3907,3-9,Male,Southeast Asian
3913,10-19,Female,Latino_Hispanic
3914,3-9,Male,Middle Eastern
3919,3-9,Female,Black
3920,10-19,Male,Latino_Hispanic
3922,3-9,Female,Southeast Asian
3932,more than 70,Male,White
3934,3-9,Female,East Asian
3944,3-9,Female,Black
3953,10-19,Female,East Asian
3957,0-2,Female,Southeast Asian
3959,3-9,Female,White
3961,3-9,Male,Black
3989,10-19,Female,Latino_Hispanic
3994,3-9,Male,Middle Eastern
3998,3-9,Female,Black
4000,10-19,Female,East Asian
4001,3-9,Male,Indian
4002,10-19,Male,Black
4005,10-19,Male,Southeast Asian
4007,10-19,Female,Southeast Asian
4013,10-19,Male,Southeast Asian
4017,3-9,Male,White
4020,3-9,Male,Middle Eastern
4021,3-9,Female,White
4041,3-9,Female,Black
4048,more than 70,Female,Middle Eastern
4050,3-9,Male,East Asian
4051,10-19,Male,Black
4053,3-9,Female,White
4057,3-9,Female,Southeast Asian
4058,3-9,Male,Latino_Hispanic
4062,3-9,Female,Indian
4065,3-9,Male,Black
4078,3-9,Male,Indian
4086,10-19,Female,Latino_Hispanic
4088,10-19,Male,White
4099,more than 70,Female,White
4106,3-9,Female,Latino_Hispanic
4107,10-19,Female,Indian
4115,10-19,Male,Indian
4120,3-9,Male,Latino_Hispanic
4124,more than 70,Female,Middle Eastern
4135,10-19,Female,Indian
4136,3-9,Male,Black
4137,3-9,Male,Southeast Asian
4142,more than 70,Male,Black
4145,3-9,Male,East Asian
4146,10-19,Female,Southeast Asian
4152,3-9,Male,Indian
4154,10-19,Male,Black
4159,3-9,Male,East Asian
4170,3-9,Female,Southeast Asian
4172,10-19,Male,Indian
4173,3-9,Female,East Asian
4174,10-19,Male,East Asian
4175,10-19,Male,Latino_Hispanic
4176,10-19,Female,Indian
4179,3-9,Female,Indian
4185,10-19,Female,Southeast Asian
4187,0-2,Female,Black
4188,10-19,Female,East Asian
4189,more than 70,Male,Indian
4190,more than 70,Female,Black
4198,10-19,Female,Southeast Asian
4201,10-19,Male,Black
4202,3-9,Female,Southeast Asian
4208,3-9,Male,Southeast Asian
4216,3-9,Female,Indian
4226,10-19,Male,Indian
4229,10-19,Male,East Asian
4233,10-19,Male,Southeast Asian
4234,3-9,Female,Indian
4235,10-19,Female,East Asian
4242,3-9,Female,Black
4246,10-19,Male,Black
4257,0-2,Male,East Asian
4258,0-2,Male,Latino_Hispanic
4259,3-9,Female,Latino_Hispanic
4263,10-19,Male,Southeast Asian
4266,3-9,Female,White
4269,10-19,Female,Black
4270,10-19,Male,Middle Eastern
4282,3-9,Male,Southeast Asian
4283,3-9,Female,Southeast Asian
4284,0-2,Female,Southeast Asian
4285,10-19,Female,Indian
4286,more than 70,Female,Indian
4287,3-9,Male,Latino_Hispanic
4296,10-19,Male,Latino_Hispanic
4298,3-9,Male,East Asian
4299,0-2,Female,Southeast Asian
4301,10-19,Male,Southeast Asian
4303,3-9,Female,Latino_Hispanic
4304,10-19,Female,Latino_Hispanic
4306,10-19,Female,Indian
4308,0-2,Female,White
4310,0-2,Male,Indian
4318,3-9,Male,Black
4326,3-9,Male,Middle Eastern
4341,3-9,Female,White
4343,10-19,Male,Indian
4352,10-19,Female,Indian
4355,10-19,Male,East Asian
4356,10-19,Male,White
4361,3-9,Female,Indian
4363,3-9,Female,Indian
4365,10-19,Female,East Asian
4368,10-19,Male,Middle Eastern
4373,10-19,Female,Latino_Hispanic
4376,10-19,Female,Black
4377,3-9,Female,East Asian
4382,3-9,Female,East Asian
4387,10-19,Male,East Asian
4392,3-9,Male,Black
4393,10-19,Female,Southeast Asian
4398,10-19,Male,White
4402,10-19,Female,Black
4406,more than 70,Female,Southeast Asian
4408,3-9,Female,Southeast Asian
4409,3-9,Female,Southeast Asian
4410,10-19,Male,White
4413,3-9,Female,Indian
4416,more than 70,Male,Middle Eastern
4418,3-9,Female,White
4425,10-19,Female,Southeast Asian
4428,0-2,Male,Black
4430,3-9,Male,Southeast Asian
4433,0-2,Male,White
4435,10-19,Female,Indian
4436,3-9,Female,Southeast Asian
4439,3-9,Female,Indian
4441,0-2,Male,East Asian
4442,3-9,Male,Black
4444,10-19,Male,Southeast Asian
4448,3-9,Male,Indian
4449,10-19,Male,East Asian
4450,3-9,Male,Black
4451,more than 70,Male,Southeast Asian
4453,3-9,Female,Southeast Asian
4454,10-19,Male,Indian
4455,10-19,Female,Indian
4457,3-9,Female,Indian
4464,3-9,Male,Indian
4468,more than 70,Male,White
4469,3-9,Female,Middle Eastern
4470,10-19,Male,Southeast Asian
4477,3-9,Female,Middle Eastern
4493,10-19,Female,Southeast Asian
4494,10-19,Male,White
4495,3-9,Female,White
4496,10-19,Female,Black
4497,10-19,Female,Indian
4498,10-19,Male,Black
4507,10-19,Female,Indian
4511,10-19,Female,Black
4513,10-19,Female,White
4515,3-9,Female,East Asian
4520,3-9,Female,Latino_Hispanic
4525,3-9,Female,Middle Eastern
4528,3-9,Male,East Asian
4529,0-2,Female,East Asian
4542,3-9,Female,Southeast Asian
4545,10-19,Female,White
4546,3-9,Female,Black
4554,3-9,Female,Latino_Hispanic
4556,10-19,Male,East Asian
4568,3-9,Male,Black
4569,3-9,Female,East Asian
4571,10-19,Male,East Asian
4574,3-9,Male,Black
4580,more than 70,Female,East Asian
4582,3-9,Male,Middle Eastern
4585,10-19,Male,Indian
4590,10-19,Female,Indian
4592,3-9,Female,White
4594,10-19,Female,Black
4596,3-9,Male,White
4597,3-9,Female,East Asian
4605,10-19,Female,Latino_Hispanic
4611,0-2,Female,Indian
4613,3-9,Male,Middle Eastern
4618,more than 70,Female,Indian
4621,10-19,Female,Indian
4632,10-19,Female,Indian
4642,3-9,Female,Black
4647,3-9,Female,Latino_Hispanic
4656,more than 70,Female,Black
4657,3-9,Male,East Asian
4658,10-19,Female,Black
4663,3-9,Female,Latino_Hispanic
4664,10-19,Female,White
4669,10-19,Female,Latino_Hispanic
4671,3-9,Female,Black
4676,3-9,Male,Indian
4681,10-19,Male,East Asian
4687,10-19,Female,Black
4694,3-9,Female,Black
4701,10-19,Female,Latino_Hispanic
4705,10-19,Female,Southeast Asian
4714,3-9,Male,East Asian
4723,10-19,Male,Indian
4726,more than 70,Male,Southeast Asian
4737,3-9,Female,East Asian
4739,0-2,Male,East Asian
4740,3-9,Female,Indian
4744,3-9,Male,Middle Eastern
4745,3-9,Male,Middle Eastern
4747,3-9,Female,Southeast Asian
4754,0-2,Male,East Asian
4756,10-19,Female,White
4758,10-19,Female,East Asian
4769,10-19,Female,Indian
4773,3-9,Male,White
4775,10-19,Male,Latino_Hispanic
4779,10-19,Female,Southeast Asian
4783,more than 70,Female,Indian
4785,3-9,Female,Indian
4787,3-9,Female,East Asian
4795,3-9,Male,White
4797,3-9,Female,Latino_Hispanic
4802,3-9,Female,White
4804,10-19,Male,Black
4813,10-19,Female,Latino_Hispanic
4814,10-19,Female,East Asian
4815,10-19,Male,Southeast Asian
4816,10-19,Male,Indian
4819,3-9,Female,Latino_Hispanic
4823,3-9,Male,Black
4834,3-9,Male,East Asian
4836,3-9,Female,Southeast Asian
4837,3-9,Female,Black
4838,3-9,Female,Middle Eastern
4840,10-19,Female,Indian
4842,10-19,Female,White
4844,3-9,Male,Latino_Hispanic
4845,3-9,Female,Middle Eastern
4848,3-9,Female,White
4850,10-19,Female,Southeast Asian
4854,3-9,Female,Southeast Asian
4857,10-19,Male,Latino_Hispanic
4858,10-19,Male,East Asian
4867,3-9,Male,Middle Eastern
4868,10-19,Male,Middle Eastern
4869,3-9,Female,White
4877,3-9,Male,Latino_Hispanic
4879,3-9,Female,White
4881,3-9,Male,Black
4890,3-9,Male,White
4894,3-9,Male,Southeast Asian
4897,0-2,Male,Indian
4899,10-19,Female,Indian
4904,3-9,Female,White
4909,3-9,Male,Indian
4913,10-19,Male,East Asian
4917,10-19,Female,East Asian
4919,10-19,Male,White
4925,10-19,Female,Indian
4926,3-9,Male,Middle Eastern
4930,10-19,Male,Indian
4932,3-9,Female,Black
4933,0-2,Female,East Asian
4935,10-19,Female,Black
4936,3-9,Female,White
4946,10-19,Male,Black
4949,10-19,Female,Black
4950,3-9,Female,East Asian
4951,3-9,Male,East Asian
4955,3-9,Male,Indian
4962,10-19,Male,Latino_Hispanic
4983,3-9,Male,Black
4985,3-9,Male,Middle Eastern
4994,3-9,Female,Black
4997,10-19,Female,Indian
4998,10-19,Female,Latino_Hispanic
5004,3-9,Male,Latino_Hispanic
5006,3-9,Male,Black
5012,3-9,Male,East Asian
5014,3-9,Female,Indian
5016,3-9,Male,Indian
5017,3-9,Female,Black
5019,3-9,Male,Southeast Asian
5020,0-2,Male,Southeast Asian
5022,10-19,Male,Latino_Hispanic
5024,3-9,Male,Indian
5030,3-9,Male,White
5037,10-19,Female,Black
5041,10-19,Male,Latino_Hispanic
5043,10-19,Female,Latino_Hispanic
5045,10-19,Male,East Asian
5046,10-19,Male,Black
5050,3-9,Male,East Asian
5059,3-9,Male,Southeast Asian
5064,0-2,Male,White
5065,10-19,Male,Black
5069,3-9,Female,Middle Eastern
5070,0-2,Female,Indian
5072,3-9,Female,Black
5075,3-9,Male,Latino_Hispanic
5079,10-19,Female,Black
5083,10-19,Male,East Asian
5086,10-19,Female,East Asian
5090,10-19,Male,East Asian
5092,10-19,Female,Indian
5093,10-19,Male,Indian
5101,10-19,Male,Latino_Hispanic
5109,3-9,Male,Latino_Hispanic
5110,0-2,Male,Southeast Asian
5116,10-19,Male,Indian
5117,3-9,Male,Black
5118,10-19,Female,Southeast Asian
5124,10-19,Female,Latino_Hispanic
5127,10-19,Female,Southeast Asian
5128,10-19,Male,Latino_Hispanic
5143,3-9,Male,East Asian
5144,3-9,Male,Southeast Asian
5148,10-19,Male,Latino_Hispanic
5149,10-19,Male,Southeast Asian
5155,3-9,Female,Latino_Hispanic
5156,10-19,Female,Indian
5160,10-19,Male,Indian
5161,10-19,Male,Indian
5168,3-9,Female,Southeast Asian
5170,0-2,Female,East Asian
5172,10-19,Female,Indian
5173,10-19,Female,Indian
5183,10-19,Female,Latino_Hispanic
5188,3-9,Male,White
5189,3-9,Female,East Asian
5192,10-19,Male,Middle Eastern
5197,10-19,Female,East Asian
5198,10-19,Male,Black
5199,3-9,Female,Latino_Hispanic
5207,3-9,Male,Middle Eastern
5209,3-9,Male,Indian
5212,10-19,Female,East Asian
5222,3-9,Male,Black
5226,10-19,Female,Black
5228,3-9,Male,Black
5233,10-19,Female,East Asian
5236,3-9,Female,Black
5239,3-9,Male,Latino_Hispanic
5243,10-19,Male,Southeast Asian
5258,10-19,Male,Black
5270,3-9,Female,Indian
5273,10-19,Female,Black
5274,10-19,Male,Latino_Hispanic
5282,3-9,Female,Indian
5290,0-2,Female,Latino_Hispanic
5295,3-9,Male,East Asian
5296,10-19,Female,Southeast Asian
5299,3-9,Male,East Asian
5300,more than 70,Female,Middle Eastern
5302,10-19,Female,Indian
5311,10-19,Female,Latino_Hispanic
5314,3-9,Female,Southeast Asian
5315,10-19,Female,Latino_Hispanic
5324,10-19,Female,Southeast Asian
5328,0-2,Female,Indian
5329,3-9,Female,Middle Eastern
5334,10-19,Male,Middle Eastern
5337,more than 70,Female,East Asian
5339,3-9,Male,White
5340,3-9,Female,Indian
5342,0-2,Male,White
5352,10-19,Female,Latino_Hispanic
5359,0-2,Female,White
5360,3-9,Male,Black
5363,3-9,Male,Southeast Asian
5365,3-9,Female,East Asian
5370,3-9,Female,Indian
5382,3-9,Female,Indian
5383,3-9,Female,Latino_Hispanic
5385,more than 70,Female,Black
5394,10-19,Female,Southeast Asian
5396,10-19,Male,Indian
5398,3-9,Male,Black
5401,10-19,Male,Latino_Hispanic
5402,10-19,Female,White
5412,10-19,Male,Latino_Hispanic
5413,3-9,Male,Black
5414,3-9,Male,East Asian
5415,3-9,Male,East Asian
5417,3-9,Female,Latino_Hispanic
5419,3-9,Male,East Asian
5421,3-9,Male,Black
5427,3-9,Female,White
5432,10-19,Male,Black
5435,10-19,Male,East Asian
5439,10-19,Male,White
5441,10-19,Male,Indian
5444,3-9,Female,Middle Eastern
5446,10-19,Female,White
5448,more than 70,Female,White
5454,10-19,Female,Latino_Hispanic
5455,10-19,Female,White
5457,10-19,Female,White
5459,10-19,Male,White
5464,10-19,Male,Indian
5465,10-19,Male,Latino_Hispanic
5469,10-19,Female,Indian
5470,3-9,Male,Latino_Hispanic
5475,3-9,Female,Latino_Hispanic
5486,3-9,Female,Indian
5491,10-19,Male,Black
5495,3-9,Male,White
5496,3-9,Male,East Asian
5498,10-19,Male,Middle Eastern
5500,0-2,Male,East Asian
5503,3-9,Male,Middle Eastern
5505,10-19,Male,Latino_Hispanic
5510,10-19,Male,Black
5511,3-9,Female,Southeast Asian
5516,10-19,Female,Southeast Asian
5517,10-19,Female,Southeast Asian
5520,3-9,Male,Black
5521,10-19,Female,Black
5524,3-9,Male,Black
5527,10-19,Female,Latino_Hispanic
5528,10-19,Female,Black
5533,3-9,Female,White
5534,10-19,Male,Black
5546,10-19,Female,Southeast Asian
5549,3-9,Female,White
5550,3-9,Female,Latino_Hispanic
5553,10-19,Female,Latino_Hispanic
5555,10-19,Female,Indian
5556,more than 70,Male,White
5557,10-19,Female,Latino_Hispanic
5563,10-19,Male,Southeast Asian
5566,3-9,Female,Latino_Hispanic
5568,0-2,Male,Middle Eastern
5570,10-19,Female,Latino_Hispanic
5573,3-9,Male,White
5579,3-9,Male,Indian
5581,3-9,Female,Southeast Asian
5582,10-19,Male,Southeast Asian
5583,10-19,Male,East Asian
5585,3-9,Male,Middle Eastern
5587,3-9,Male,Indian
5596,3-9,Female,Middle Eastern
5598,3-9,Male,East Asian
5600,3-9,Male,Southeast Asian
5605,3-9,Male,East Asian
5607,10-19,Male,White
5608,3-9,Male,Southeast Asian
5610,3-9,Male,Southeast Asian
5627,3-9,Female,Latino_Hispanic
5628,10-19,Male,Latino_Hispanic
5631,3-9,Male,Black
5634,0-2,Male,White
5635,0-2,Male,Black
5637,10-19,Female,White
5640,3-9,Male,Indian
5644,0-2,Female,East Asian
5650,3-9,Female,East Asian
5653,0-2,Male,East Asian
5656,3-9,Male,East Asian
5664,0-2,Male,White
5665,10-19,Male,Black
5666,10-19,Female,Latino_Hispanic
5671,more than 70,Male,Southeast Asian
5674,3-9,Male,White
5687,3-9,Male,Black
5693,10-19,Female,Indian
5696,10-19,Male,Black
5704,10-19,Female,Latino_Hispanic
5707,3-9,Male,East Asian
5708,10-19,Female,Black
5711,3-9,Female,Middle Eastern
5719,3-9,Female,Latino_Hispanic
5720,10-19,Male,Black
5721,3-9,Male,White
5724,10-19,Female,Latino_Hispanic
5727,3-9,Male,East Asian
5728,3-9,Male,White
5735,3-9,Male,East Asian
5741,3-9,Male,Middle Eastern
5744,3-9,Female,Black
5747,10-19,Female,Indian
5752,3-9,Female,Indian
5753,10-19,Male,Middle Eastern
5763,10-19,Female,White
5772,10-19,Female,Southeast Asian
5776,3-9,Female,Black
5779,3-9,Female,White
5796,3-9,Male,East Asian
5802,10-19,Male,East Asian
5810,3-9,Female,White
5812,10-19,Female,Indian
5815,10-19,Female,Indian
5816,10-19,Male,Latino_Hispanic
5817,10-19,Male,Black
5819,10-19,Female,Southeast Asian
5825,3-9,Male,Indian
5827,10-19,Male,Latino_Hispanic
5828,10-19,Female,Indian
5829,0-2,Male,Latino_Hispanic
5835,0-2,Female,Indian
5840,0-2,Male,White
5848,3-9,Female,Latino_Hispanic
5850,3-9,Male,Southeast Asian
5856,3-9,Female,Indian
5863,10-19,Male,White
5870,10-19,Female,White
5877,10-19,Male,Middle Eastern
5886,3-9,Male,Black
5890,10-19,Female,White
5902,3-9,Female,Indian
5903,10-19,Male,Southeast Asian
5904,10-19,Female,Indian
5906,3-9,Male,Middle Eastern
5909,more than 70,Female,Latino_Hispanic
5919,3-9,Male,Black
5928,10-19,Male,Black
5936,3-9,Male,White
5939,3-9,Male,Middle Eastern
5944,10-19,Female,Black
5945,3-9,Male,East Asian
5954,0-2,Female,White
5968,3-9,Female,Latino_Hispanic
5971,0-2,Female,Southeast Asian
5973,3-9,Male,Indian
5978,3-9,Female,Southeast Asian
5979,10-19,Male,Black
5986,3-9,Female,Southeast Asian
5988,10-19,Female,Latino_Hispanic
5998,10-19,Female,East Asian
6003,10-19,Female,White
6004,3-9,Male,Black
6009,10-19,Male,White
6012,10-19,Male,Indian
6013,3-9,Female,White
6016,3-9,Female,East Asian
6034,3-9,Male,Southeast Asian
6036,3-9,Male,East Asian
6038,3-9,Female,Black
6042,3-9,Male,Indian
6043,more than 70,Female,Middle Eastern
6051,3-9,Female,Southeast Asian
6053,10-19,Male,Southeast Asian
6055,3-9,Male,Indian
6056,3-9,Male,Black
6064,10-19,Male,Black
6065,0-2,Male,East Asian
6066,10-19,Female,White
6071,10-19,Female,Indian
6074,10-19,Male,Southeast Asian
6075,3-9,Male,Latino_Hispanic
6078,10-19,Female,Middle Eastern
6079,10-19,Male,East Asian
6085,3-9,Female,Southeast Asian
6091,3-9,Male,Southeast Asian
6093,0-2,Male,East Asian
6100,10-19,Male,Southeast Asian
6101,3-9,Female,Black
6102,10-19,Female,Black
6107,0-2,Female,Middle Eastern
6114,10-19,Male,Latino_Hispanic
6122,10-19,Female,Latino_Hispanic
6125,3-9,Female,White
6130,10-19,Female,White
6135,3-9,Female,Latino_Hispanic
6140,3-9,Male,Indian
6142,10-19,Female,Southeast Asian
6143,10-19,Female,Southeast Asian
6149,3-9,Male,White
6156,3-9,Male,Black
6161,10-19,Female,East Asian
6172,3-9,Female,Latino_Hispanic
6175,10-19,Female,Indian
6177,10-19,Female,Black
6184,3-9,Female,Latino_Hispanic
6186,3-9,Male,White
6187,10-19,Female,Indian
6188,10-19,Female,East Asian
6196,3-9,Male,East Asian
6200,10-19,Female,Southeast Asian
6204,10-19,Female,White
6206,3-9,Female,Latino_Hispanic
6209,10-19,Female,Indian
6210,3-9,Female,Latino_Hispanic
6212,10-19,Female,Latino_Hispanic
6214,3-9,Female,Black
6220,10-19,Female,Indian
6251,3-9,Female,Indian
6252,10-19,Female,Latino_Hispanic
6255,10-19,Female,Latino_Hispanic
6259,10-19,Female,Latino_Hispanic
6260,3-9,Male,White
6262,0-2,Female,Latino_Hispanic
6269,3-9,Female,Indian
6272,10-19,Female,Black
6276,3-9,Female,Indian
6277,0-2,Male,East Asian
6278,3-9,Female,Indian
6281,10-19,Male,Southeast Asian
6286,10-19,Female,Southeast Asian
6287,3-9,Female,Southeast Asian
6288,3-9,Male,Latino_Hispanic
6289,3-9,Male,East Asian
6290,10-19,Male,Latino_Hispanic
6291,3-9,Female,Latino_Hispanic
6296,3-9,Male,Southeast Asian
6310,10-19,Female,White
6316,3-9,Female,Latino_Hispanic
6318,3-9,Male,Black
6322,3-9,Female,Indian
6325,3-9,Female,Indian
6326,0-2,Male,Black
6329,10-19,Male,Indian
6330,3-9,Male,White
6333,0-2,Male,Southeast Asian
6334,10-19,Male,Southeast Asian
6339,3-9,Female,Latino_Hispanic
6341,10-19,Female,Middle Eastern
6342,3-9,Female,Latino_Hispanic
6345,3-9,Male,Black
6347,3-9,Male,Southeast Asian
6348,3-9,Male,East Asian
6349,3-9,Female,White
6351,10-19,Female,Indian
6360,3-9,Male,White
6363,3-9,Male,Black
6365,10-19,Male,White
6368,10-19,Female,Indian
6369,3-9,Male,East Asian
6373,more than 70,Male,Indian
6377,10-19,Female,Latino_Hispanic
6379,3-9,Male,Indian
6392,10-19,Male,Latino_Hispanic
6395,3-9,Female,Black
6401,3-9,Male,Indian
6403,10-19,Female,Latino_Hispanic
6405,3-9,Female,Southeast Asian
6414,10-19,Female,White
6416,3-9,Male,Indian
6418,3-9,Female,Middle Eastern
6421,3-9,Female,Indian
6428,3-9,Male,East Asian
6430,10-19,Female,Indian
6433,3-9,Male,East Asian
6435,10-19,Male,East Asian
6438,10-19,Male,Black
6439,3-9,Male,White
6441,3-9,Male,Black
6442,3-9,Male,Middle Eastern
6444,10-19,Male,Latino_Hispanic
6451,3-9,Male,Black
6454,10-19,Female,East Asian
6458,10-19,Male,Latino_Hispanic
6459,10-19,Male,Black
6460,3-9,Female,White
6483,3-9,Male,Southeast Asian
6485,3-9,Male,Middle Eastern
6498,more than 70,Male,Southeast Asian
6502,10-19,Female,Latino_Hispanic
6503,10-19,Female,Indian
6505,3-9,Male,East Asian
6508,more than 70,Female,East Asian
6511,3-9,Male,East Asian
6513,10-19,Female,Southeast Asian
6515,10-19,Female,White
6518,3-9,Male,Black
6519,3-9,Male,East Asian
6520,3-9,Male,Middle Eastern
6523,10-19,Male,White
6526,10-19,Female,Middle Eastern
6527,10-19,Male,Black
6534,10-19,Female,Latino_Hispanic
6536,3-9,Male,Black
6541,10-19,Female,Indian
6543,3-9,Male,White
6545,3-9,Male,Latino_Hispanic
6548,more than 70,Male,White
6551,0-2,Female,East Asian
6553,3-9,Male,Indian
6561,10-19,Male,Southeast Asian
6564,0-2,Female,White
6565,3-9,Female,White
6566,10-19,Male,Indian
6568,3-9,Male,East Asian
6572,3-9,Male,White
6575,more than 70,Female,Indian
6580,10-19,Male,Black
6583,10-19,Female,Indian
6584,10-19,Female,Black
6586,3-9,Male,Latino_Hispanic
6592,10-19,Male,Indian
6599,0-2,Male,Indian
6601,3-9,Male,Black
6603,3-9,Female,Latino_Hispanic
6608,10-19,Male,Middle Eastern
6609,10-19,Female,Middle Eastern
6610,10-19,Female,Southeast Asian
6612,3-9,Female,Latino_Hispanic
6617,0-2,Female,White
6626,3-9,Male,Southeast Asian
6627,3-9,Male,Southeast Asian
6637,10-19,Female,Indian
6639,10-19,Male,Black
6640,10-19,Female,Indian
6647,3-9,Male,Middle Eastern
6648,3-9,Female,Indian
6650,3-9,Male,Southeast Asian
6654,3-9,Female,East Asian
6655,10-19,Female,Latino_Hispanic
6656,10-19,Male,Latino_Hispanic
6659,10-19,Male,Middle Eastern
6669,10-19,Female,White
6675,10-19,Female,East Asian
6684,3-9,Male,East Asian
6686,10-19,Female,Black
6687,10-19,Female,White
6688,10-19,Male,Black
6690,10-19,Male,Southeast Asian
6695,3-9,Female,Black
6701,10-19,Male,Middle Eastern
6704,10-19,Male,Southeast Asian
6708,more than 70,Male,Middle Eastern
6709,3-9,Male,Black
6712,3-9,Female,East Asian
6719,3-9,Male,Black
6721,3-9,Female,Latino_Hispanic
6723,3-9,Male,Indian
6724,3-9,Female,East Asian
6725,10-19,Male,White
6726,10-19,Male,East Asian
6728,3-9,Male,Indian
6730,10-19,Female,Southeast Asian
6731,3-9,Male,White
6742,10-19,Female,East Asian
6745,3-9,Female,White
6748,3-9,Male,Black
6750,10-19,Male,Middle Eastern
6755,0-2,Male,Southeast Asian
6762,3-9,Female,Southeast Asian
6768,10-19,Female,White
6772,10-19,Female,East Asian
6784,3-9,Male,White
6786,0-2,Male,Latino_Hispanic
6795,10-19,Male,Latino_Hispanic
6796,0-2,Female,East Asian
6797,3-9,Male,White
6802,10-19,Male,Indian
6803,10-19,Female,East Asian
6807,0-2,Female,Latino_Hispanic
6809,10-19,Female,Southeast Asian
6813,3-9,Female,East Asian
6816,10-19,Male,Middle Eastern
6818,more than 70,Female,Southeast Asian
6826,10-19,Male,White
6829,3-9,Male,Indian
6830,more than 70,Male,Black
6835,10-19,Male,Latino_Hispanic
6836,10-19,Male,Southeast Asian
6842,3-9,Male,Middle Eastern
6851,10-19,Female,Latino_Hispanic
6852,3-9,Female,White
6860,10-19,Male,Black
6861,3-9,Male,White
6862,3-9,Male,Black
6863,10-19,Female,Black
6867,10-19,Male,White
6868,3-9,Male,Black
6871,10-19,Male,Black
6875,3-9,Female,Indian
6876,10-19,Female,Black
6895,10-19,Male,Latino_Hispanic
6912,10-19,Female,Latino_Hispanic
6914,10-19,Male,White
6916,3-9,Male,Indian
6919,10-19,Female,Black
6926,3-9,Female,Indian
6939,more than 70,Female,Indian
6944,10-19,Male,Southeast Asian
6945,3-9,Male,Black
6953,3-9,Female,White
6954,3-9,Male,Southeast Asian
6961,10-19,Male,Black
6962,10-19,Female,Latino_Hispanic
6963,10-19,Female,East Asian
6965,10-19,Male,Black
