index,true_age_bin,true_gender,true_race,yu4u_age,yu4u_gender
3530,3-9,Male,Latino_Hispanic,45.00000000000002,Female
3536,3-9,Female,Indian,46.702202621300046,Female
3538,3-9,Male,Middle Eastern,33.316390255354136,Female
3539,3-9,Male,East Asian,42.42381263968057,Female
3550,3-9,Male,Black,25.271304816608833,Female
3554,10-19,Male,Black,47.99397450954272,Female
3558,3-9,Male,Middle Eastern,49.86120052914775,Female
3559,3-9,Male,Latino_Hispanic,32.33126072792006,Female
3567,3-9,Male,Latino_Hispanic,38.91981897809031,Female
3568,10-19,Male,Southeast Asian,49.83325259522731,Female
3570,3-9,Male,Indian,43.57396704989957,Male
3575,3-9,Male,White,8.820432563983019,Female
3577,10-19,Male,Black,33.32980344786158,Male
3579,10-19,Female,Indian,47.707325671551565,Male
3581,10-19,Male,Black,44.999972995544745,Female
3588,10-19,Male,Middle Eastern,46.77883759933723,Female
3591,10-19,Male,Southeast Asian,9.0,Female
3595,3-9,Female,Latino_Hispanic,48.00009047794442,Female
3600,3-9,Female,Black,61.03152206576661,Female
3602,3-9,Female,White,40.85652943341962,Male
3603,more than 70,Female,East Asian,53.46396592300708,Male
3608,3-9,Male,White,47.1706834928082,Female
3609,3-9,Male,Middle Eastern,43.08229549182018,Female
3612,10-19,Female,Indian,36.968597860123346,Female
3615,10-19,Male,Southeast Asian,45.528629509272974,Female
3620,3-9,Male,Latino_Hispanic,38.588037879188036,Male
3623,10-19,Female,Black,47.33533318320023,Female
3624,3-9,Female,Black,46.40156568355165,Female
3625,3-9,Male,Southeast Asian,47.99423695946956,Female
3626,3-9,Female,Southeast Asian,44.505436771569144,Female
3627,10-19,Male,Black,42.44409626410016,Female
3628,10-19,Female,White,48.808837941386855,Female
3633,3-9,Male,East Asian,15.086619492492437,Male
3639,10-19,Male,East Asian,27.392421288318854,Female
3643,10-19,Male,East Asian,48.94771075666821,Female
3644,10-19,Female,Latino_Hispanic,48.554364700839514,Female
3647,10-19,Female,Indian,39.16301283489033,Female
3657,3-9,Male,Latino_Hispanic,48.88257805363993,Female
3666,10-19,Male,Black,49.55358754164094,Female
3671,10-19,Female,East Asian,43.47162859893069,Male
3674,10-19,Female,Latino_Hispanic,50.613302926774,Female
3680,10-19,Female,Southeast Asian,50.5382694336224,Female
3683,3-9,Female,East Asian,47.76619547992715,Female
3685,3-9,Female,Latino_Hispanic,46.74752266634174,Female
3693,10-19,Male,Southeast Asian,28.005960610673416,Female
3695,3-9,Male,Black,49.21292839545421,Female
3705,0-2,Male,White,28.030420000621817,Female
3718,10-19,Female,Southeast Asian,50.85070620820815,Female
3719,10-19,Male,Latino_Hispanic,47.98086130244196,Female
3720,3-9,Male,Latino_Hispanic,28.061688449534387,Female
3726,0-2,Male,East Asian,36.86319407210489,Female
3735,10-19,Female,Southeast Asian,49.729862151429224,Female
3743,0-2,Male,White,49.61959730130178,Female
3746,10-19,Female,Latino_Hispanic,45.04964951266917,Female
3748,3-9,Male,Southeast Asian,25.55815905546647,Female
3754,3-9,Male,Indian,34.27691021924764,Female
3755,10-19,Male,Latino_Hispanic,48.018325920141,Male
3757,3-9,Male,White,45.0486194940005,Female
3758,3-9,Male,Southeast Asian,48.0,Female
3760,0-2,Female,East Asian,47.995862223418186,Female
3762,3-9,Female,White,48.055630339593066,Female
3765,3-9,Male,White,32.965310361531124,Female
3768,10-19,Male,Latino_Hispanic,40.92924021585277,Female
3772,3-9,Male,Southeast Asian,33.45453521037176,Female
3774,3-9,Female,Black,53.755044582543064,Female
3778,10-19,Male,Middle Eastern,28.004006621875522,Female
3780,3-9,Male,Indian,30.134548963564946,Female
3782,10-19,Female,Black,50.58413664082768,Female
3788,3-9,Female,Black,50.844783780485,Female
3792,10-19,Female,Latino_Hispanic,50.688846549771924,Female
3793,3-9,Female,Latino_Hispanic,48.00569901018647,Female
3795,3-9,Female,Southeast Asian,48.00028103846088,Female
3798,10-19,Male,Black,48.80331695525491,Female
3807,10-19,Male,Latino_Hispanic,42.77655912370301,Male
3808,0-2,Female,Southeast Asian,48.09886430391538,Female
3809,more than 70,Female,Middle Eastern,54.38323524285496,Male
3814,3-9,Male,White,11.997568930584704,Female
3815,10-19,Male,Middle Eastern,19.14490888970912,Female
3818,10-19,Female,Black,50.9966610396854,Female
3819,3-9,Male,Latino_Hispanic,50.99990678533806,Female
3824,3-9,Male,Indian,47.87551460318982,Female
3827,3-9,Male,Black,44.64226307202659,Female
3830,3-9,Female,Indian,48.01003564600047,Female
3832,3-9,Female,Southeast Asian,45.93920142635409,Male
3834,3-9,Male,Latino_Hispanic,42.61452338106477,Male
3844,3-9,Male,Southeast Asian,42.51867535551662,Female
3845,10-19,Male,East Asian,34.2513713236323,Male
3847,10-19,Male,Indian,50.78235833735821,Female
3849,3-9,Male,Black,25.92162809567148,Female
3852,10-19,Female,Indian,49.7299283337168,Male
3860,10-19,Female,Southeast Asian,41.77563124126967,Female
3862,10-19,Male,Latino_Hispanic,49.809162022424296,Male
3864,3-9,Male,Middle Eastern,45.79972397037901,Male
3866,10-19,Male,East Asian,51.429021738050736,Male
3873,10-19,Male,Middle Eastern,50.98723175720911,Female
3876,3-9,Male,East Asian,46.495398327565155,Female
3878,3-9,Female,Latino_Hispanic,47.998986285503435,Male
3880,10-19,Male,White,49.87764488840903,Female
3883,more than 70,Male,Middle Eastern,47.96771149720614,Male
3886,0-2,Female,White,50.5593874713755,Female
3888,3-9,Female,Middle Eastern,15.550413123100897,Female
3890,10-19,Male,Latino_Hispanic,49.15481781473151,Female
3892,10-19,Female,Southeast Asian,48.858370545146116,Female
3897,10-19,Male,East Asian,48.15872531438226,Female
3901,3-9,Female,White,28.110062049432237,Female
3902,10-19,Male,White,40.95561086234311,Male
3904,10-19,Female,Latino_Hispanic,49.72021963819775,Male
3907,3-9,Male,Southeast Asian,47.43872193350654,Female
3913,10-19,Female,Latino_Hispanic,36.84627382681084,Female
3914,3-9,Male,Middle Eastern,48.235146010259285,Male
3919,3-9,Female,Black,39.7021942608897,Male
3920,10-19,Male,Latino_Hispanic,47.96999778238292,Female
3922,3-9,Female,Southeast Asian,48.00813063987336,Female
3932,more than 70,Male,White,49.57143510883937,Female
3934,3-9,Female,East Asian,10.472612480774144,Female
3944,3-9,Female,Black,38.45610119227251,Female
3953,10-19,Female,East Asian,50.871263112999685,Female
3957,0-2,Female,Southeast Asian,41.93567835712276,Male
3959,3-9,Female,White,52.781806336541536,Female
3961,3-9,Male,Black,20.09810742751545,Female
3989,10-19,Female,Latino_Hispanic,48.9851946291619,Female
3994,3-9,Male,Middle Eastern,44.36630943382905,Female
3998,3-9,Female,Black,19.000000001106557,Female
4000,10-19,Female,East Asian,28.000033051918113,Female
4001,3-9,Male,Indian,44.487395012737736,Female
4002,10-19,Male,Black,8.479300073147053,Female
4005,10-19,Male,Southeast Asian,46.40291578179183,Female
4007,10-19,Female,Southeast Asian,32.823178719863655,Female
4013,10-19,Male,Southeast Asian,48.749735116469864,Female
4017,3-9,Male,White,36.1967168276851,Male
4020,3-9,Male,Middle Eastern,32.262946381713704,Male
4021,3-9,Female,White,29.200778255979472,Female
4041,3-9,Female,Black,47.99385570488363,Female
4048,more than 70,Female,Middle Eastern,47.227513351007396,Female
4050,3-9,Male,East Asian,27.562782980065073,Female
4051,10-19,Male,Black,48.00378413294018,Female
4053,3-9,Female,White,15.767272336457047,Female
4057,3-9,Female,Southeast Asian,39.0571683968867,Female
4058,3-9,Male,Latino_Hispanic,48.08001960684002,Female
4062,3-9,Female,Indian,55.070124700357155,Male
4065,3-9,Male,Black,34.44594601196626,Female
4078,3-9,Male,Indian,50.49629784520931,Female
4086,10-19,Female,Latino_Hispanic,50.93303828462616,Female
4088,10-19,Male,White,31.261684562198386,Male
4099,more than 70,Female,White,44.6930230018298,Female
4106,3-9,Female,Latino_Hispanic,9.026444160587385,Female
4107,10-19,Female,Indian,44.99999444656544,Female
4115,10-19,Male,Indian,48.18627794277398,Female
4120,3-9,Male,Latino_Hispanic,34.76438197934131,Male
4124,more than 70,Female,Middle Eastern,65.8318783164426,Male
4135,10-19,Female,Indian,48.08668475469289,Female
4136,3-9,Male,Black,61.57869912470054,Female
4137,3-9,Male,Southeast Asian,29.440991570988277,Female
4142,more than 70,Male,Black,47.96366922077411,Female
4145,3-9,Male,East Asian,43.63523858265184,Male
4146,10-19,Female,Southeast Asian,50.318611629993626,Female
4152,3-9,Male,Indian,49.126307494399455,Female
4154,10-19,Male,Black,28.188043886755302,Female
4159,3-9,Male,East Asian,32.700892823089774,Female
4170,3-9,Female,Southeast Asian,51.00122028062594,Female
4172,10-19,Male,Indian,48.84609580007845,Female
4173,3-9,Female,East Asian,44.99999620342868,Female
4174,10-19,Male,East Asian,49.94975096198327,Female
4175,10-19,Male,Latino_Hispanic,50.812238584396944,Female
4176,10-19,Female,Indian,51.7498316535373,Female
4179,3-9,Female,Indian,46.339294078973445,Female
4185,10-19,Female,Southeast Asian,11.611996069867054,Female
4187,0-2,Female,Black,17.95519285413749,Female
4188,10-19,Female,East Asian,70.33618635510356,Female
4189,more than 70,Male,Indian,54.91858618441143,Female
4190,more than 70,Female,Black,46.298232787294545,Female
4198,10-19,Female,Southeast Asian,37.88738918560074,Female
4201,10-19,Male,Black,47.58666028707735,Female
4202,3-9,Female,Southeast Asian,48.88448195384418,Female
4208,3-9,Male,Southeast Asian,26.30561682768865,Female
4216,3-9,Female,Indian,50.9064091175872,Female
4226,10-19,Male,Indian,48.56089931328792,Female
4229,10-19,Male,East Asian,39.5627662687536,Female
4233,10-19,Male,Southeast Asian,82.92996417872075,Female
4234,3-9,Female,Indian,50.73546605916155,Female
4235,10-19,Female,East Asian,38.600801406056924,Female
4242,3-9,Female,Black,42.19459701335275,Male
4246,10-19,Male,Black,42.84854302081211,Female
4257,0-2,Male,East Asian,14.953961569140166,Female
4258,0-2,Male,Latino_Hispanic,28.120694661147628,Female
4259,3-9,Female,Latino_Hispanic,45.28858387573836,Female
4263,10-19,Male,Southeast Asian,47.87251624455053,Female
4266,3-9,Female,White,42.97357232374793,Male
4269,10-19,Female,Black,52.35998571626636,Male
4270,10-19,Male,Middle Eastern,30.043773302279284,Female
4282,3-9,Male,Southeast Asian,29.303670464043186,Female
4283,3-9,Female,Southeast Asian,50.53256028977185,Female
4284,0-2,Female,Southeast Asian,48.18478184087668,Female
4285,10-19,Female,Indian,31.880256765341663,Female
4286,more than 70,Female,Indian,44.544659058216816,Female
4287,3-9,Male,Latino_Hispanic,50.99852474189496,Female
4296,10-19,Male,Latino_Hispanic,45.56579048283437,Female
4298,3-9,Male,East Asian,28.006087655343713,Female
4299,0-2,Female,Southeast Asian,51.550873555194265,Female
4301,10-19,Male,Southeast Asian,25.939413782164994,Female
4303,3-9,Female,Latino_Hispanic,29.004932625583102,Female
4304,10-19,Female,Latino_Hispanic,9.468030465064812,Female
4306,10-19,Female,Indian,47.42122990981093,Female
4308,0-2,Female,White,48.08051023297129,Female
4310,0-2,Male,Indian,50.879278823119506,Female
4318,3-9,Male,Black,9.0,Female
4326,3-9,Male,Middle Eastern,46.68019557252317,Female
4341,3-9,Female,White,46.06648937072103,Male
4343,10-19,Male,Indian,28.00000139855205,Female
4352,10-19,Female,Indian,39.6193990398565,Female
4355,10-19,Male,East Asian,28.576464044021666,Female
4356,10-19,Male,White,47.98736343543251,Female
4361,3-9,Female,Indian,53.19722884963086,Female
4363,3-9,Female,Indian,28.003303367047977,Female
4365,10-19,Female,East Asian,47.71856556521794,Female
4368,10-19,Male,Middle Eastern,45.42929935274398,Male
4373,10-19,Female,Latino_Hispanic,50.267442143458545,Female
4376,10-19,Female,Black,28.205545332937124,Female
4377,3-9,Female,East Asian,47.2364189491794,Female
4382,3-9,Female,East Asian,22.53691356848188,Female
4387,10-19,Male,East Asian,28.524061875001927,Female
4392,3-9,Male,Black,32.30304449607387,Female
4393,10-19,Female,Southeast Asian,47.66961706495993,Male
4398,10-19,Male,White,47.979486219159675,Female
4402,10-19,Female,Black,48.15077462626539,Female
4406,more than 70,Female,Southeast Asian,50.81817084078827,Female
4408,3-9,Female,Southeast Asian,50.586091864298766,Male
4409,3-9,Female,Southeast Asian,34.266774299860266,Female
4410,10-19,Male,White,48.08042167347971,Female
4413,3-9,Female,Indian,38.94645665381923,Female
4416,more than 70,Male,Middle Eastern,49.78457546920883,Female
4418,3-9,Female,White,49.68268900198941,Female
4425,10-19,Female,Southeast Asian,48.00000017664468,Female
4428,0-2,Male,Black,33.360332364298564,Female
4430,3-9,Male,Southeast Asian,47.82095220736776,Female
4433,0-2,Male,White,39.504394744471995,Female
4435,10-19,Female,Indian,40.02788558933805,Male
4436,3-9,Female,Southeast Asian,48.00000549716235,Female
4439,3-9,Female,Indian,46.904859572896854,Male
4441,0-2,Male,East Asian,48.000010199904196,Female
4442,3-9,Male,Black,35.8700846169485,Female
4444,10-19,Male,Southeast Asian,52.43160400840975,Male
4448,3-9,Male,Indian,48.58258385071167,Female
4449,10-19,Male,East Asian,48.10923747334892,Female
4450,3-9,Male,Black,42.81153884903671,Male
4451,more than 70,Male,Southeast Asian,43.25043789272718,Male
4453,3-9,Female,Southeast Asian,53.90218330274368,Female
4454,10-19,Male,Indian,38.65356774456492,Female
4455,10-19,Female,Indian,46.92257107929233,Female
4457,3-9,Female,Indian,47.313012268914825,Female
4464,3-9,Male,Indian,47.945757673113846,Female
4468,more than 70,Male,White,13.377659805825457,Male
4469,3-9,Female,Middle Eastern,20.085859458428946,Female
4470,10-19,Male,Southeast Asian,29.260569466605762,Female
4477,3-9,Female,Middle Eastern,33.322987285694964,Female
4493,10-19,Female,Southeast Asian,19.766859217064948,Male
4494,10-19,Male,White,49.409318917996224,Female
4495,3-9,Female,White,48.00000479624081,Female
4496,10-19,Female,Black,28.001415096847005,Female
4497,10-19,Female,Indian,47.73042901408051,Female
4498,10-19,Male,Black,26.493373507157433,Male
4507,10-19,Female,Indian,37.54306169694942,Female
4511,10-19,Female,Black,50.99748818191432,Female
4513,10-19,Female,White,48.58761031475669,Female
4515,3-9,Female,East Asian,48.01052511003106,Female
4520,3-9,Female,Latino_Hispanic,53.63297451146943,Female
4525,3-9,Female,Middle Eastern,82.7545022366912,Female
4528,3-9,Male,East Asian,47.24582100248082,Female
4529,0-2,Female,East Asian,45.26867307717065,Female
4542,3-9,Female,Southeast Asian,44.448469306440366,Female
4545,10-19,Female,White,42.05722758008821,Female
4546,3-9,Female,Black,51.02579236711661,Female
4554,3-9,Female,Latino_Hispanic,16.580936361772725,Female
4556,10-19,Male,East Asian,45.10951496162729,Male
4568,3-9,Male,Black,49.99999525329944,Female
4569,3-9,Female,East Asian,45.23169511927215,Female
4571,10-19,Male,East Asian,48.00530826890135,Female
4574,3-9,Male,Black,48.012842903803524,Female
4580,more than 70,Female,East Asian,20.35333066040821,Female
4582,3-9,Male,Middle Eastern,45.14034830859393,Male
4585,10-19,Male,Indian,11.404543889991897,Female
4590,10-19,Female,Indian,48.00042716391842,Female
4592,3-9,Female,White,46.582769569631196,Female
4594,10-19,Female,Black,7.295858502962,Male
4596,3-9,Male,White,45.10224495569216,Female
4597,3-9,Female,East Asian,48.00016811719539,Female
4605,10-19,Female,Latino_Hispanic,47.99988564950625,Female
4611,0-2,Female,Indian,48.04398171189277,Female
4613,3-9,Male,Middle Eastern,46.756448795893924,Male
4618,more than 70,Female,Indian,14.907754583844675,Female
4621,10-19,Female,Indian,49.308805656347296,Female
4632,10-19,Female,Indian,22.01192967366925,Female
4642,3-9,Female,Black,48.24065706756326,Female
4647,3-9,Female,Latino_Hispanic,47.99564541589924,Male
4656,more than 70,Female,Black,51.37845257559162,Female
4657,3-9,Male,East Asian,48.303299006731514,Female
4658,10-19,Female,Black,17.306051100221847,Female
4663,3-9,Female,Latino_Hispanic,42.25890101500171,Female
4664,10-19,Female,White,36.90588614458266,Female
4669,10-19,Female,Latino_Hispanic,30.38276194961229,Female
4671,3-9,Female,Black,47.905592838834885,Female
4676,3-9,Male,Indian,62.097349165490755,Male
4681,10-19,Male,East Asian,47.91019805126473,Female
4687,10-19,Female,Black,41.31913450079582,Female
4694,3-9,Female,Black,22.504042041002425,Female
4701,10-19,Female,Latino_Hispanic,24.60372323267702,Female
4705,10-19,Female,Southeast Asian,48.000005192679325,Female
4714,3-9,Male,East Asian,28.001047717873146,Female
4723,10-19,Male,Indian,49.08504453958865,Female
4726,more than 70,Male,Southeast Asian,50.94423164657799,Female
4737,3-9,Female,East Asian,48.053122796608136,Female
4739,0-2,Male,East Asian,27.8993048702699,Female
4740,3-9,Female,Indian,47.07888188974695,Female
4744,3-9,Male,Middle Eastern,48.00678430646507,Female
4745,3-9,Male,Middle Eastern,42.33533789978374,Female
4747,3-9,Female,Southeast Asian,44.99253260337187,Female
4754,0-2,Male,East Asian,39.63582452768657,Male
4756,10-19,Female,White,48.04689158796648,Female
4758,10-19,Female,East Asian,48.00000000839457,Female
4769,10-19,Female,Indian,49.084354081428664,Female
4773,3-9,Male,White,48.48107328582097,Female
4775,10-19,Male,Latino_Hispanic,36.729252859541106,Female
4779,10-19,Female,Southeast Asian,52.83216679410509,Male
4783,more than 70,Female,Indian,36.03256564171156,Male
4785,3-9,Female,Indian,35.3188696520064,Female
4787,3-9,Female,East Asian,44.90020230749686,Female
4795,3-9,Male,White,74.90515425291002,Female
4797,3-9,Female,Latino_Hispanic,48.00123871149634,Female
4802,3-9,Female,White,22.64861094157449,Female
4804,10-19,Male,Black,27.959756899545585,Female
4813,10-19,Female,Latino_Hispanic,48.072705203946114,Female
4814,10-19,Female,East Asian,50.99765183015595,Female
4815,10-19,Male,Southeast Asian,57.07639636361126,Female
4816,10-19,Male,Indian,49.46232991291196,Male
4819,3-9,Female,Latino_Hispanic,46.298009081902705,Female
4823,3-9,Male,Black,30.055227079143897,Female
4834,3-9,Male,East Asian,50.63509739014336,Female
4836,3-9,Female,Southeast Asian,39.12521832090424,Male
4837,3-9,Female,Black,49.922187149942765,Female
4838,3-9,Female,Middle Eastern,48.061924382127316,Female
4840,10-19,Female,Indian,33.60885357838903,Male
4842,10-19,Female,White,37.737643559052906,Female
4844,3-9,Male,Latino_Hispanic,48.36341648716053,Female
4845,3-9,Female,Middle Eastern,40.715413057964156,Male
4848,3-9,Female,White,49.17442401394307,Female
4850,10-19,Female,Southeast Asian,48.00044702014218,Male
4854,3-9,Female,Southeast Asian,41.64359588310633,Male
4857,10-19,Male,Latino_Hispanic,28.077862495555603,Female
4858,10-19,Male,East Asian,14.207409974309074,Female
4867,3-9,Male,Middle Eastern,44.903579344520864,Male
4868,10-19,Male,Middle Eastern,46.16630863780237,Female
4869,3-9,Female,White,39.7845700153873,Female
4877,3-9,Male,Latino_Hispanic,45.0418738328471,Male
4879,3-9,Female,White,50.502869899445436,Female
4881,3-9,Male,Black,50.86258697815431,Female
4890,3-9,Male,White,29.232780111435083,Male
4894,3-9,Male,Southeast Asian,29.4655597055109,Female
4897,0-2,Male,Indian,45.489378195128275,Female
4899,10-19,Female,Indian,32.07266841607934,Female
4904,3-9,Female,White,48.48309306236988,Female
4909,3-9,Male,Indian,48.02267097666023,Female
4913,10-19,Male,East Asian,91.81787192369987,Female
4917,10-19,Female,East Asian,45.000002732370724,Female
4919,10-19,Male,White,49.84366541822494,Female
4925,10-19,Female,Indian,44.98172541168629,Female
4926,3-9,Male,Middle Eastern,15.50057098565685,Female
4930,10-19,Male,Indian,44.53803970673993,Female
4932,3-9,Female,Black,41.02628431929942,Female
4933,0-2,Female,East Asian,48.3479434816197,Female
4935,10-19,Female,Black,11.638762464848597,Male
4936,3-9,Female,White,44.11150278437057,Male
4946,10-19,Male,Black,41.554311195121514,Male
4949,10-19,Female,Black,49.642829768848365,Female
4950,3-9,Female,East Asian,40.80774870416141,Female
4951,3-9,Male,East Asian,13.192690058994524,Female
4955,3-9,Male,Indian,87.06614076056957,Female
4962,10-19,Male,Latino_Hispanic,49.75889366645771,Female
4983,3-9,Male,Black,51.86443184590277,Female
4985,3-9,Male,Middle Eastern,48.256309103500406,Female
4994,3-9,Female,Black,50.959476802332965,Female
4997,10-19,Female,Indian,36.874338274839964,Male
4998,10-19,Female,Latino_Hispanic,28.031274417885662,Female
5004,3-9,Male,Latino_Hispanic,20.266416346434756,Male
5006,3-9,Male,Black,45.1950219301203,Female
5012,3-9,Male,East Asian,35.102864801735535,Male
5014,3-9,Female,Indian,47.54731846193018,Male
5016,3-9,Male,Indian,50.28730544877843,Female
5017,3-9,Female,Black,48.57300055925696,Female
5019,3-9,Male,Southeast Asian,28.01955473527439,Female
5020,0-2,Male,Southeast Asian,42.714212170995395,Female
5022,10-19,Male,Latino_Hispanic,29.30023514335518,Female
5024,3-9,Male,Indian,47.589401914597794,Female
5030,3-9,Male,White,34.791084977212314,Female
5037,10-19,Female,Black,33.07883302771788,Female
5041,10-19,Male,Latino_Hispanic,26.973077190620128,Male
5043,10-19,Female,Latino_Hispanic,48.054691262687015,Female
5045,10-19,Male,East Asian,45.950047998188836,Female
5046,10-19,Male,Black,28.00152747675128,Female
5050,3-9,Male,East Asian,46.490309414265035,Female
5059,3-9,Male,Southeast Asian,48.0,Female
5064,0-2,Male,White,36.19919048444768,Male
5065,10-19,Male,Black,28.620516451488797,Female
5069,3-9,Female,Middle Eastern,50.969471432961136,Female
5070,0-2,Female,Indian,49.12061236980377,Female
5072,3-9,Female,Black,48.00000000747945,Female
5075,3-9,Male,Latino_Hispanic,35.51569870400938,Female
5079,10-19,Female,Black,28.05335866646035,Female
5083,10-19,Male,East Asian,46.173394636468764,Female
5086,10-19,Female,East Asian,48.00000446055508,Female
5090,10-19,Male,East Asian,51.00000000085341,Female
5092,10-19,Female,Indian,48.000079273922196,Female
5093,10-19,Male,Indian,35.58230207554469,Male
5101,10-19,Male,Latino_Hispanic,34.909635065645965,Female
5109,3-9,Male,Latino_Hispanic,48.074761201931096,Female
5110,0-2,Male,Southeast Asian,48.31478833018372,Female
5116,10-19,Male,Indian,37.545581094375194,Female
5117,3-9,Male,Black,44.77813461420144,Female
5118,10-19,Female,Southeast Asian,48.006846247519476,Female
5124,10-19,Female,Latino_Hispanic,39.7894521958307,Male
5127,10-19,Female,Southeast Asian,45.7044230174713,Male
5128,10-19,Male,Latino_Hispanic,48.11371628865278,Female
5143,3-9,Male,East Asian,46.099561047408244,Female
5144,3-9,Male,Southeast Asian,50.808498564756185,Female
5148,10-19,Male,Latino_Hispanic,48.04833207588202,Male
5149,10-19,Male,Southeast Asian,48.07153802876445,Female
5155,3-9,Female,Latino_Hispanic,46.198707105310575,Male
5156,10-19,Female,Indian,11.299591568340155,Female
5160,10-19,Male,Indian,48.00000405041311,Female
5161,10-19,Male,Indian,47.352469976519664,Female
5168,3-9,Female,Southeast Asian,47.84807469716913,Female
5170,0-2,Female,East Asian,48.00601476608273,Female
5172,10-19,Female,Indian,47.999800444355564,Female
5173,10-19,Female,Indian,47.994979636333426,Female
5183,10-19,Female,Latino_Hispanic,48.00000305829487,Female
5188,3-9,Male,White,50.88521387772518,Female
5189,3-9,Female,East Asian,48.6126211394768,Female
5192,10-19,Male,Middle Eastern,50.1405438018937,Male
5197,10-19,Female,East Asian,45.23459515176112,Female
5198,10-19,Male,Black,49.06443028539505,Female
5199,3-9,Female,Latino_Hispanic,28.56947799821643,Female
5207,3-9,Male,Middle Eastern,24.579644630168477,Male
5209,3-9,Male,Indian,41.960255018032306,Female
5212,10-19,Female,East Asian,47.99248688215008,Female
5222,3-9,Male,Black,43.02413430434605,Female
5226,10-19,Female,Black,27.37955693765601,Female
5228,3-9,Male,Black,48.10130504130131,Female
5233,10-19,Female,East Asian,47.16349063002751,Female
5236,3-9,Female,Black,49.374968924351464,Female
5239,3-9,Male,Latino_Hispanic,36.970407042605274,Male
5243,10-19,Male,Southeast Asian,48.59264058872738,Female
5258,10-19,Male,Black,47.24341797581235,Female
5270,3-9,Female,Indian,50.35684158680144,Female
5273,10-19,Female,Black,48.178405290929824,Female
5274,10-19,Male,Latino_Hispanic,79.8738346881628,Female
5282,3-9,Female,Indian,53.48511705062356,Male
5290,0-2,Female,Latino_Hispanic,29.302370013387005,Female
5295,3-9,Male,East Asian,47.94115226863952,Female
5296,10-19,Female,Southeast Asian,45.12510074124142,Male
5299,3-9,Male,East Asian,44.70288246966126,Male
5300,more than 70,Female,Middle Eastern,48.41112853444411,Female
5302,10-19,Female,Indian,10.585489103620422,Female
5311,10-19,Female,Latino_Hispanic,49.967884729471464,Female
5314,3-9,Female,Southeast Asian,48.00007019909974,Female
5315,10-19,Female,Latino_Hispanic,37.319627144696526,Female
5324,10-19,Female,Southeast Asian,29.29144650692417,Female
5328,0-2,Female,Indian,38.86084462056826,Male
5329,3-9,Female,Middle Eastern,50.04971514538476,Female
5334,10-19,Male,Middle Eastern,50.98392933662246,Female
5337,more than 70,Female,East Asian,49.1472242826521,Male
5339,3-9,Male,White,47.992727575636195,Female
5340,3-9,Female,Indian,37.46318993501564,Female
5342,0-2,Male,White,50.19185032236904,Female
5352,10-19,Female,Latino_Hispanic,48.39135746980128,Female
5359,0-2,Female,White,47.67825936229847,Male
5360,3-9,Male,Black,44.59207215576953,Male
5363,3-9,Male,Southeast Asian,48.8289054229431,Female
5365,3-9,Female,East Asian,48.26895064705998,Female
5370,3-9,Female,Indian,40.39377873246508,Male
5382,3-9,Female,Indian,47.62844160644675,Female
5383,3-9,Female,Latino_Hispanic,47.24129029186884,Female
5385,more than 70,Female,Black,28.004165914931644,Female
5394,10-19,Female,Southeast Asian,55.09910320007179,Female
5396,10-19,Male,Indian,31.621117277350333,Female
5398,3-9,Male,Black,40.50469839502996,Female
5401,10-19,Male,Latino_Hispanic,46.891168654370624,Female
5402,10-19,Female,White,47.38118427491966,Female
5412,10-19,Male,Latino_Hispanic,50.94316932035797,Female
5413,3-9,Male,Black,36.51766772211311,Male
5414,3-9,Male,East Asian,36.89038884033493,Female
5415,3-9,Male,East Asian,44.5321384554471,Female
5417,3-9,Female,Latino_Hispanic,37.80565083242678,Female
5419,3-9,Male,East Asian,50.96552928381388,Female
5421,3-9,Male,Black,48.00003984574292,Female
5427,3-9,Female,White,52.54790711239886,Female
5432,10-19,Male,Black,6.961578974229426,Female
5435,10-19,Male,East Asian,49.20919158357969,Female
5439,10-19,Male,White,50.681645207797104,Female
5441,10-19,Male,Indian,57.139508526602235,Female
5444,3-9,Female,Middle Eastern,47.99696010962289,Female
5446,10-19,Female,White,48.611970474153466,Female
5448,more than 70,Female,White,41.82811524491023,Male
5454,10-19,Female,Latino_Hispanic,36.94257398343534,Female
5455,10-19,Female,White,25.552218809030578,Female
5457,10-19,Female,White,35.44856725207014,Female
5459,10-19,Male,White,42.76738429031724,Male
5464,10-19,Male,Indian,49.54020059860032,Female
5465,10-19,Male,Latino_Hispanic,52.78416617182262,Female
5469,10-19,Female,Indian,40.385897865347424,Female
5470,3-9,Male,Latino_Hispanic,43.37965578012553,Male
5475,3-9,Female,Latino_Hispanic,47.94797209119589,Female
5486,3-9,Female,Indian,48.35268659630729,Female
5491,10-19,Male,Black,37.902322594816766,Female
5495,3-9,Male,White,48.37498859399152,Female
5496,3-9,Male,East Asian,50.84238322771671,Female
5498,10-19,Male,Middle Eastern,46.35146359769955,Female
5500,0-2,Male,East Asian,50.75655144759402,Female
5503,3-9,Male,Middle Eastern,42.8436775552862,Male
5505,10-19,Male,Latino_Hispanic,6.797910852629376,Female
5510,10-19,Male,Black,50.46363513534424,Female
5511,3-9,Female,Southeast Asian,37.648735603673146,Female
5516,10-19,Female,Southeast Asian,48.0052754276242,Female
5517,10-19,Female,Southeast Asian,48.02075936979787,Male
5520,3-9,Male,Black,32.191577812304274,Male
5521,10-19,Female,Black,49.6188987811491,Female
5524,3-9,Male,Black,47.91215741715819,Female
